source,level,label,support,proportion_of_assignments
bio.tools,level2_fine_grained,Networks,1,1.851e-05
bio.tools,level2_fine_grained,Pipelines,1,1.851e-05
bio.tools,level2_fine_grained,RNA alignment,1,1.851e-05
bio.tools,level2_fine_grained,Microsatellites,1,1.851e-05
bio.tools,level2_fine_grained,Enhancers,1,1.851e-05
bio.tools,level2_fine_grained,Transcriptional regulatory sites,1,1.851e-05
bio.tools,level2_fine_grained,Promoters,1,1.851e-05
bio.tools,level2_fine_grained,RNA sequencing,1,1.851e-05
bio.tools,level2_fine_grained,DNA-Seq,1,1.851e-05
bio.tools,level2_fine_grained,Transcription factor binding sites,1,1.851e-05
bio.tools,level2_fine_grained,methyl-seq,1,1.851e-05
bio.tools,level2_fine_grained,Protein structure,1,1.851e-05
bio.tools,level2_fine_grained,Protein hydropathy,1,1.851e-05
bio.tools,level2_fine_grained,Drug targets,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258e892a40>,1,1.851e-05
bio.tools,level2_fine_grained,Animals,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75259047b5a0>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258e893bc0>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258f3b20a0>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258d3baea0>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258e22d460>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258e22e5e0>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258e22eea0>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258d3bb300>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258ce90040>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258c80cf20>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258ce91620>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258ce92ea0>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258ce93220>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258cbd9700>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258cbd9d20>,1,1.851e-05
bio.tools,level2_fine_grained,Cell culture collection,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258e893ae0>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258cbdb140>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258c80c2e0>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258bff6500>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258ce93140>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258bb490e0>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258bb49c40>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258cbda6c0>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258c80eea0>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258c80ea40>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258bb4bca0>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258b7f8820>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258b7f8660>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258bff51c0>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258bb4adc0>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258c80f760>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258b7f9000>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258b282f80>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258b7f9380>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258b2833e0>,1,1.851e-05
bio.tools,level2_fine_grained,Trauma medicine,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258b7f97e0>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258ad3f300>,1,1.851e-05
bio.tools,level2_fine_grained,Regulatory affairs,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258ac152a0>,1,1.851e-05
bio.tools,level2_fine_grained,Protein tertiary structure,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258cbd82e0>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258ac17140>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258ac174c0>,1,1.851e-05
bio.tools,level2_fine_grained,<generator object candidate_biotools_records.<locals>.<genexpr> at 0x75258a8a9380>,1,1.851e-05
bio.tools,level2_fine_grained,SNP,1,1.851e-05
bio.tools,level2_fine_grained,Protein-ligand interactions,1,1.851e-05
bio.tools,level2_fine_grained,DNA variation,1,1.851e-05
bio.tools,level2_fine_grained,Metabolic pathways,1,1.851e-05
bio.tools,level2_fine_grained,Statistics,1,1.851e-05
bio.tools,level2_fine_grained,Exons,1,1.851e-05
bio.tools,level2_fine_grained,References,1,1.851e-05
bio.tools,level2_fine_grained,ChiP,1,1.851e-05
bio.tools,level2_fine_grained,Histone modification,1,1.851e-05
bio.tools,level2_fine_grained,Chemical structures,1,1.851e-05
papers_with_code,level1_high_level,Computer Vision,22149,0.45491702
papers_with_code,level1_high_level,Natural Language Processing,16596,0.34086428
papers_with_code,level1_high_level,Graphs,5221,0.10723382
papers_with_code,level1_high_level,Sequential,2287,0.04697256
papers_with_code,level1_high_level,Reinforcement Learning,2213,0.04545268
papers_with_code,level1_high_level,Audio,222,0.00455965
papers_with_code,level2_fine_grained,Language Modelling,6968,0.01702889
papers_with_code,level2_fine_grained,Semantic Segmentation,6609,0.01615154
papers_with_code,level2_fine_grained,Language Modeling,5583,0.01364413
papers_with_code,level2_fine_grained,Retrieval,5238,0.01280099
papers_with_code,level2_fine_grained,Segmentation,5211,0.01273501
papers_with_code,level2_fine_grained,Reinforcement Learning (RL),4712,0.01151552
papers_with_code,level2_fine_grained,Representation Learning,4646,0.01135422
papers_with_code,level2_fine_grained,Object Detection,4624,0.01130046
papers_with_code,level2_fine_grained,Image Classification,4605,0.01125402
papers_with_code,level2_fine_grained,Decoder,4331,0.0105844
papers_with_code,level2_fine_grained,object-detection,4255,0.01039867
papers_with_code,level2_fine_grained,Reinforcement Learning,4154,0.01015184
papers_with_code,level2_fine_grained,Question Answering,4133,0.01010052
papers_with_code,level2_fine_grained,reinforcement-learning,4089,0.00999299
papers_with_code,level2_fine_grained,Object,3962,0.00968261
papers_with_code,level2_fine_grained,General Classification,3909,0.00955309
papers_with_code,level2_fine_grained,Sentence,3758,0.00918406
papers_with_code,level2_fine_grained,Classification,3739,0.00913763
papers_with_code,level2_fine_grained,image-classification,3684,0.00900322
papers_with_code,level2_fine_grained,Translation,3540,0.0086513
papers_with_code,level2_fine_grained,Transfer Learning,3470,0.00848023
papers_with_code,level2_fine_grained,Data Augmentation,3204,0.00783016
papers_with_code,level2_fine_grained,Diversity,3151,0.00770064
papers_with_code,level2_fine_grained,Contrastive Learning,3092,0.00755645
papers_with_code,level2_fine_grained,Image Generation,3087,0.00754423
papers_with_code,level2_fine_grained,Time Series,2923,0.00714343
papers_with_code,level2_fine_grained,Decision Making,2922,0.00714099
papers_with_code,level2_fine_grained,Denoising,2824,0.00690149
papers_with_code,level2_fine_grained,Prediction,2816,0.00688194
papers_with_code,level2_fine_grained,Clustering,2777,0.00678663
papers_with_code,level2_fine_grained,Deep Learning,2667,0.0065178
papers_with_code,level2_fine_grained,Benchmarking,2640,0.00645182
papers_with_code,level2_fine_grained,GPU,2633,0.00643471
papers_with_code,level2_fine_grained,Machine Translation,2416,0.00590439
papers_with_code,level2_fine_grained,regression,2406,0.00587995
papers_with_code,level2_fine_grained,Domain Adaptation,2382,0.0058213
papers_with_code,level2_fine_grained,BIG-bench Machine Learning,2325,0.005682
papers_with_code,level2_fine_grained,Self-Supervised Learning,2278,0.00556714
papers_with_code,level2_fine_grained,Large Language Model,2244,0.00548405
papers_with_code,level2_fine_grained,Autonomous Driving,2078,0.00507836
papers_with_code,level2_fine_grained,Image Segmentation,2066,0.00504904
papers_with_code,level2_fine_grained,Text Generation,2035,0.00497328
papers_with_code,level2_fine_grained,Recommendation Systems,1986,0.00485353
papers_with_code,level2_fine_grained,Time Series Analysis,1959,0.00478754
papers_with_code,level2_fine_grained,Attribute,1915,0.00468001
papers_with_code,level2_fine_grained,Federated Learning,1803,0.0044063
papers_with_code,level2_fine_grained,Knowledge Distillation,1737,0.004245
papers_with_code,level2_fine_grained,Deep Reinforcement Learning,1726,0.00421812
papers_with_code,level2_fine_grained,model,1720,0.00420346
papers_with_code,level2_fine_grained,Anomaly Detection,1708,0.00417413
papers_with_code,level2_fine_grained,Fairness,1701,0.00415702
papers_with_code,level2_fine_grained,Pose Estimation,1669,0.00407882
papers_with_code,level2_fine_grained,Computational Efficiency,1632,0.0039884
papers_with_code,level2_fine_grained,Super-Resolution,1613,0.00394196
papers_with_code,level2_fine_grained,Quantization,1576,0.00385154
papers_with_code,level2_fine_grained,Graph Neural Network,1504,0.00367558
papers_with_code,level2_fine_grained,Sentiment Analysis,1493,0.0036487
papers_with_code,level2_fine_grained,Meta-Learning,1403,0.00342875
papers_with_code,level2_fine_grained,Speech Recognition,1360,0.00332366
papers_with_code,level2_fine_grained,Text Classification,1295,0.00316481
papers_with_code,level2_fine_grained,Multi-Task Learning,1293,0.00315992
papers_with_code,level2_fine_grained,Few-Shot Learning,1286,0.00314282
papers_with_code,level2_fine_grained,speech-recognition,1268,0.00309883
papers_with_code,level2_fine_grained,Knowledge Graphs,1265,0.0030915
papers_with_code,level2_fine_grained,Relation,1227,0.00299863
papers_with_code,level2_fine_grained,Diagnostic,1203,0.00293998
papers_with_code,level2_fine_grained,Management,1201,0.00293509
papers_with_code,level2_fine_grained,Information Retrieval,1176,0.00287399
papers_with_code,level2_fine_grained,Word Embeddings,1151,0.00281289
papers_with_code,level2_fine_grained,Instance Segmentation,1151,0.00281289
papers_with_code,level2_fine_grained,valid,1140,0.00278601
papers_with_code,level2_fine_grained,Continual Learning,1133,0.00276891
papers_with_code,level2_fine_grained,Articles,1115,0.00272492
papers_with_code,level2_fine_grained,Medical Image Segmentation,1078,0.00263449
papers_with_code,level2_fine_grained,text-classification,1075,0.00262716
papers_with_code,level2_fine_grained,counterfactual,1057,0.00258317
papers_with_code,level2_fine_grained,Action Recognition,1051,0.00256851
papers_with_code,level2_fine_grained,Visual Question Answering,1039,0.00253918
papers_with_code,level2_fine_grained,Visual Question Answering (VQA),1035,0.00252941
papers_with_code,level2_fine_grained,Depth Estimation,1024,0.00250252
papers_with_code,level2_fine_grained,Generative Adversarial Network,1004,0.00245365
papers_with_code,level2_fine_grained,In-Context Learning,996,0.00243409
papers_with_code,level2_fine_grained,Node Classification,984,0.00240477
papers_with_code,level2_fine_grained,Named Entity Recognition,965,0.00235833
papers_with_code,level2_fine_grained,Link Prediction,963,0.00235345
papers_with_code,level2_fine_grained,Named Entity Recognition (NER),949,0.00231923
papers_with_code,level2_fine_grained,All,944,0.00230701
papers_with_code,level2_fine_grained,named-entity-recognition,904,0.00220926
papers_with_code,level2_fine_grained,Active Learning,896,0.00218971
papers_with_code,level2_fine_grained,Survey,875,0.00213839
papers_with_code,level2_fine_grained,CPU,873,0.0021335
papers_with_code,level2_fine_grained,Variational Inference,868,0.00212128
papers_with_code,level2_fine_grained,Position,867,0.00211884
papers_with_code,level2_fine_grained,Unsupervised Domain Adaptation,854,0.00208707
papers_with_code,level2_fine_grained,Domain Generalization,852,0.00208218
papers_with_code,level2_fine_grained,Neural Architecture Search,851,0.00207973
papers_with_code,level2_fine_grained,Dimensionality Reduction,840,0.00205285
papers_with_code,level2_fine_grained,Uncertainty Quantification,827,0.00202108
papers_with_code,level2_fine_grained,Image Retrieval,827,0.00202108
papers_with_code,level2_fine_grained,Natural Language Inference,812,0.00198442
papers_with_code,level2_fine_grained,Natural Language Understanding,802,0.00195998
papers_with_code,level2_fine_grained,Optical Flow Estimation,790,0.00193066
papers_with_code,level2_fine_grained,3D Reconstruction,785,0.00191844
papers_with_code,level2_fine_grained,Adversarial Robustness,784,0.00191599
papers_with_code,level2_fine_grained,Zero-Shot Learning,780,0.00190622
papers_with_code,level2_fine_grained,Image Super-Resolution,780,0.00190622
papers_with_code,level2_fine_grained,Retrieval-augmented Generation,774,0.00189156
papers_with_code,level2_fine_grained,Image Captioning,772,0.00188667
papers_with_code,level2_fine_grained,Vocal Bursts Intensity Prediction,765,0.00186956
papers_with_code,level2_fine_grained,Math,764,0.00186712
papers_with_code,level2_fine_grained,3D Object Detection,760,0.00185734
papers_with_code,level2_fine_grained,Object Tracking,759,0.0018549
papers_with_code,level2_fine_grained,RAG,756,0.00184757
papers_with_code,level2_fine_grained,Style Transfer,752,0.00183779
papers_with_code,level2_fine_grained,Hallucination,751,0.00183535
papers_with_code,level2_fine_grained,Privacy Preserving,751,0.00183535
papers_with_code,level2_fine_grained,Code Generation,742,0.00181335
papers_with_code,level2_fine_grained,Adversarial Attack,739,0.00180602
papers_with_code,level2_fine_grained,Disentanglement,736,0.00179869
papers_with_code,level2_fine_grained,Bayesian Inference,732,0.00178891
papers_with_code,level2_fine_grained,Relation Extraction,731,0.00178647
papers_with_code,level2_fine_grained,Scene Understanding,717,0.00175226
papers_with_code,level2_fine_grained,Inductive Bias,711,0.00173759
